Quality	#1 ID	#2 ID	#1 String	#2 String
1	6813	4459	"We did not want to shut down," Lawrence Diamond, the CFO, said as O'Donnell lawyer Matthew Fishbein questioned him.	Chúng tôi không muốn đóng cửa, Diamond đã khai ra dưới sự thẩm vấn của Matthew Fishbein, một trong những luật sư của O'Donnell.
1	6711	5296	The new link between Mohammed and Pearl was first reported in Tuesday's editions of The Wall Street Journal.	Hoa Kỳ thừa nhận rằng họ nghi ngờ việc Mohammed giết Pearl đã được báo cáo lần đầu tiên trong các ấn bản của Tạp chí ngày hôm qua.
0	11066	4708	But it doesn't stop there.	Bạn không gửi máy bay đến Boeing giữa các chuyến bay.
1	13880	17307	And I'll never forget this as long as I live.	Tôi chẳng thể quên được  chuyện đó khi mình còn sống.
1	12840	12314	There were estimated to be between 400,000 and 750,000 Iraqis employed by state-owned enterprises, but most of the businesses were non- operative, he said.	Ước tính có khoảng 400.000 đến 750.000 người Iraq làm việc cho các doanh nghiệp nhà nước ở Iraq, nhưng hầu hết các doanh nghiệp hiện đang không hoạt động, ông nói.
0	2582	6130	Then people need some temporary housing, but there are no architects working there because we are too busy working for privileged people.	Các nhà khoa học đang làm mọi thí nghiệm trên những cây này.
1	3369	1073	People use the r-word in front of me, and they think it doesn't matter.	Mọi người dùng từ ngữ xúc phạm  trước mặt tôi nhưng họ cho là không sao.
0	1035	202	In Britain, temperatures threatened to top the 37.1 C (98.8 F) all-time high.	Nhiệt độ dự kiến ở Tây và Tây Nam Đức sẽ đạt 38 C (100,4 F).
1	1271	6109	I took the same concept of mindfulness, because, why did I bring meditation into the Indian prison?	Cũng đi từ tư tưởng chánh niệm Bởi vì, tại sao tôi mang thiền định vào nhà tù ở Ấn Độ?
1	5979	18667	It's the marriage of minds and machines.	Đó là một cuộc hôn nhân của trí tuệ và máy móc
0	11894	17158	President Bush raised a record-breaking $49.5 million for his re-election campaign over the last three months, with contributions from 262,000 Americans, the president's campaign chairman said Tuesday.	Tổng thống Bush đã huy động được 83,9 triệu đô la kể từ khi bắt đầu chiến dịch tái tranh cử vào tháng 5 và có 70 triệu đô la còn lại để chi tiêu, chiến dịch của ông cho biết hôm thứ ba.
0	1120	8387	And if she faces an unexpected issue, the same handheld device will allow her to communicate with colleagues at the service center, let them see what she sees, transmit data that they can run through diagnostics, and they can stream videos that will guide her, step by step, through whatever complex procedure is needed to get the machines back up and running.	Do đó có rất nhiều chu trình chúng tôi phải thực hiện trong vòng môt năm, khoảng 6 tuần cho 1 chu trình.
1	7045	18825	And on my first day of work I walked in and my boss tells me, "Do you know why you're here?" I said, "I'm here to sell a lot of soap."	Vào ngày đầu tiên đi làm tôi bước vào và sếp tôi hỏi tôi, "Anh có biết tại sao mình ở đây không?" Tôi nói, "Tôi ở đây để bán thật nhiều xà phòng"
0	8378	12774	And it is something which has several characteristics.	Các chi tiết nhỏ như thế giúp bức ảnh trông thật hơn.
1	8232	12856	PM: Oh.	
0	11672	3701	And it's interesting that Fildes picked this topic.	Ella lâm vào bế tắc.
0	11168	7181	I mean, now we're talking about 100 megawatts.	Và cuối cùng, chúng ta cần cố gắng.
1	5116	15466	Anything in their toy account they can spend on whatever they want.	Chúng có thể tiêu bất cứ cái gì chúng muốn với tài khoản đồ chơi.
1	14125	16122	They're not going to die of hypothermia.	Chúng không phải chết vì bị giảm nhiệt độ.
0	1330	7913	She was pregnant at the time. She had cigarette burns on her. She'd miscarried.	Chúng ta thấy nó cùng với sự ảnh hưởng  của Donald Trump ở Hoa Kỳ, cùng với sự phát triển chủ nghĩa quốc gia của Viktor Orbán ở Hungry, cùng với ảnh hưởng đang lên của  Marine Le Pen ở Pháp.
0	4797	4377	And they themselves had not known they cared.	Người bạn uống cà phê, và mọi chuyện đều ổn.
0	4187	7478	What I mean by that is, if the world superpower today was a communist, it would be much easier for democracy activists to use democracy activism as a form of resistance against colonialism, than it is today with the world superpower being America, occupying certain lands and also espousing democratic ideals.	Nói một cách đơn giản, khi có động lực là để thay đổi thế giới, trường học sẽ khiến người ta học được sự bất lực hơn là tạo ra cảm giác được trao cho sức mạnh.
1	16155	7953	Dolores Mahoy, 68, of Colorado Springs, Colo., is someone who might be helped by the legislation pending in Congress.	Dolores E. Mahoy, 68 tuổi, ở Colorado Springs chỉ là kiểu người có thể được giúp đỡ bởi luật pháp đang chờ xử lý tại Quốc hội.
0	6401	740	That night she won the election, because she came back -- not just because of his crappy behavior -- but she came back and said, "Well, I'm actually not going to breastfeed the Icelandic nation; I'm going to lead it."	Bây giờ đó là hiện tượng lạ thường bởi vì ngôi sao đó
0	16540	6014	We sit here -- you know, think about the ground vehicles, the human scale -- what do you see in person? We need to capture that up close to establish that what it's like-type experience.	Tôi sẽ học tiếng nói của mẹ."
0	14998	15333	Where something is, is defined with respect to this last sphere, the celestial sphere, outside of which is this eternal, perfect realm, where lives God, who is the ultimate judge of everything.	Ý tôi là, sau cùng, toàn bộ những hoạt động này diễn ra dưới sự giám sát của ông ta.
0	9180	6925	Both myself and my brother belong to the under 30 demographic, which Pat said makes 70 percent, but according to our statistics it makes 60 percent of the region's population.	Câu hỏi đó làm tôi tổn thương
1	15010	858	And we sat here and we looked at these two problems, and finally we came to a realization. These aren't problems.	Thì chúng tôi ngồi đây và chúng tôi nhìn vào hai vấn đề này, cuối cùng, chúng tôi nhận ra:  Chúng không phải là vấn đề.
1	5524	18017	If that seems like some strange, abstruse thing, in the U.K., the post office had a 98 percent success rate at delivering first-class mail the next day.	Nếu nó có vẻ như là một điều gì kỳ lạ và không thể hiểu nổi, ở Anh, các bưu điện sở hữu một tỷ lệ thành công 98 phần trăm cho dịch vụ chuyển phát thư hạng nhất trong ngày hôm sau.
1	12792	4804	Thank you.	Xin cám ơn các bạn.
0	9739	3012	And it's a great honor to be an Iranian woman and an Iranian artist, even if I have to operate in the West only for now.	Những người sử dụng tiền cho người khác cảm thấy hạnh phúc hơn
1	6748	4694	Instead, bond bulls focus on the fact the Fed has done nothing to dispel market expectations of an easing, either in speeches or through the press.	Tuy nhiên, những người đầu tư trái phiếu có thể thoải mái trong thực tế Fed đã không làm gì để xua tan những kỳ vọng của thị trường về việc nới lỏng, trong các bài phát biểu hoặc thông qua báo chí.
0	1484	4814	Freddie Mac shares fell $1.49, to $50.01, on the New York Stock Exchange after official acknowledgment of the criminal investigation.	Cổ phiếu Freddie Mac đã giảm 1,50 đô la vào thứ Tư, đóng cửa ở mức 50 đô la trên thị trường chứng khoán New York.
1	4059	5906	One of the things that happens is that she applies for a scholarship.	Có một việc xảy ra đó là cô xin được học bổng.
0	14162	3681	BL: Daphne, if I may draw your attention to one thing.	(Vỗ tay) Và giờ đây tôi biết rõ cái gì mà tôi sẽ chọn.
0	17149	12998	I was impressed and amazed by the kids of Manshiyat Naser.	Xin cảm ơn quý vị rất nhiều.
1	17538	3751	We learned that he had a long history of domestic violence.	Chúng tôi đã phát hiện ra rằng anh ta có một tiền án dài về bạo lực gia đình.
0	1423	4552	Well the same plate shows up a whole bunch of times.	Và ngày nay, chúng ta có một định nghĩa có thể được xem là phổ biến nhất, ít nhất là theo tôi nghĩ, là như thế này: Một cách chính thức, vẽ vô định có nghĩa là giết thời gian, bỏ phí thời gian, mất thì giờ, để tạo ra những nét nguệch ngoạc không ý nghĩa, để làm việc gì đó hầu như không có giá trị, không đem lại lợi ích và không có ý nghĩa, và -- theo cách của cá nhân tôi -- để làm "không gì cả".
0	8322	8041	But yes, it's also true that the Internet has problems, very serious problems, problems with security and problems with privacy.	Một nghìn tỉ
1	7028	6628	Obviously, some of this  was set off in 1492.	Rõ ràng, một số trong họ đã rời đi  vào năm 1492.
0	2518	11342	Terri Schiavo, 39, is expected to die sometime in the next two weeks in the Tampa-area hospice where she has spent the past several years.	Terri Schiavo, 39 tuổi, đã trải qua phương thức điều trị tại nhà tế bần ở khu vực Vịnh Tampa nơi cô đã sống trong vài năm qua, cha của cô, Bob Schindler nói.
0	2036	1183	You also have to make sure that it is very difficult to corrupt -- that it's transparent.	Bạn đặt một cái quạt nhỏ ở đây.
